table,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D1_target,D2_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,559097,1.20211923122406,3.0143213272094727,8212,6340.830039525692,1.2950985831208741,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,527854,1.1929857730865479,2.7587831020355225,8251,2065.48,3.9947130933245543,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,692258,1.1409856081008911,3.455446243286133,8258,10339.220000000001,1.2520247033179948,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,344709,1.2134636640548706,2.3495209217071533,7774,8278.065838509317,1.0648399586453972,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,414737,1.3203957080841064,3.0020830631256104,8135,14535.635359695718,1.7868021339515325,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,362610,1.234999418258667,2.879486083984375,8158,12636.472727272729,1.5489669928012662,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,129857,1.2571227550506592,2.723562479019165,8073,16779.459718670078,2.078466458400852,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,210898,1.0668245553970337,2.4897570610046387,7850,2032.25,3.862713740927543,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,793779,1.2476485967636108,2.6217916011810303,7853,6287.470588235294,1.2489919260527473,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,634727,1.2082971334457397,2.382875442504883,7947,4224.181818181818,1.881311066155899,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,351141,1.1841808557510376,2.7925963401794434,8287,16784.53243697479,2.025405145043416,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,611020,1.276122808456421,2.54848575592041,7933,2110.0,3.7597156398104263,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,145860,1.3125383853912354,2.7791433334350586,8037,2112.090909090909,3.805233934489735,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,359095,1.258963704109192,2.330082654953003,7881,2112.090909090909,3.7313734773813114,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,286093,1.1250864267349243,2.1552388668060303,7915,8309.2,1.0498041692987998,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,781121,1.178353190422058,2.2795467376708984,8014,8299.370588235295,1.0356090077658218,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,142780,1.2204875946044922,2.7598116397857666,7794,8270.232142857143,1.061102404780234,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,428790,1.208726167678833,2.257038116455078,7940,12602.963636363636,1.5872750171742616,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,322723,1.201585054397583,2.8452041149139404,8045,6266.690909090909,1.2837716295101371,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,588557,1.3140754699707031,2.8811392784118652,7889,6309.665760869565,1.2503039461971088,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,263638,1.2552679777145386,3.1491057872772217,8219,8271.51225490196,1.0063891294442098,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,693614,1.2929290533065796,2.3145997524261475,7966,14420.239057971014,1.8102233314048473,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,546912,1.2068768739700317,3.094848394393921,7969,6296.209718670076,1.2656821097254145,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,444449,1.3171755075454712,2.622706890106201,8089,2092.608695652174,3.86551007687513,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,663176,1.187335729598999,2.3369600772857666,7724,4061.714285714286,1.9016601012943162,385,385
